"dontsova__01_Букет_прекрасных_дам" "dontsova__03-Дама-с-коготками" "dontsova__03_Инь,_янь_и_всякая_дрянь" "dontsova__04_Клеопатра_с_парашютом" "dontsova__06_Созвездие_жадных_псов" "dontsova__07_Микстура_от_косоглазия" "dontsova__09-Бассейн-с-крокодилами" "dontsova__10_Спят_усталые_игрушки" "dontsova__13_Муха_в_самолете" "dontsova__18_Безумная_кепка_Мономаха" "dontsova__18_Зимнее_лето_весны" "dontsova__22_Астральное_тело_холостяка" "dontsova__27_Император_деревни_Гадюкино" "dontsova__27_Страстная_ночь_в_зоопарке" "dontsova__32_Бегемот_под_майонезом" "dontsova__39_Шуры-муры_с_призраком" "dontsova__40_Тормоза_для_блудного_мужа" "dontsova__44_Бинокль_для_всевидящего_ока" "dontsova__47-Самовар-с-шампанским" "dontsova__47_Гиблое_место_в_ипотеку" "marinina__03_Оборванные_нити" "marinina__05_Все_не_так" "marinina__05_Смерть_ради_смерти" "marinina__21_Седьмая_жертва" "marinina__35_Отдаленные_последствия._Том_1" "polyakova__Татьяна_Полякова_-_01._Испанская_легенда_(2008)" "polyakova__Татьяна_Полякова_-_01._Капкан_на_спонсора_(1999)" "polyakova__Татьяна_Полякова_-_04._Неопознанный_ходячий_объект_(2001)" "polyakova__Татьяна_Полякова_-_05._Четыре_всадника_раздора_(2020)" "polyakova__Татьяна_Полякова_-_05._Я_смотрю_на_тебя_издали_(2012)" "traub__Маша_Трауб_-_Замочная_скважина_-_2012" "traub__Маша_Трауб_-_Плохая_мать_-_2010" "traub__Маша_Трауб_-_Посмотри_на_меня_-_2021" "traub__Маша_Трауб_-_Продаётся_дом_с_дедушкой_-_2016" "traub__Маша_Трауб_-_Собирайся,_мы_уезжаем_-_2006" "ustinova__Близкие_люди" "ustinova__Девчонки,_я_приехал!" "ustinova__Жизнь,_по_слухам,_одна!" "ustinova__Один_день,_одна_ночь" "ustinova__Персональный_ангел"
"котором" 0.00788954635108481 0.00777393399930035 0 0.0156121931228289 0.00397361519510451 0.0119760479041916 0 0 0.00791577614185071 0.0117439812096301 0.0161642285621919 0.0156739811912226 0.00790857685159555 0.0196509982707122 0.0158177791838026 0.0157809602714325 0.00392356887825166 0.00794155019059721 0.0159852935299524 0.0277865989202922 0.0457578646329838 0.0151297374990544 0.0230636171439554 0.019019361710221 0.0266321716633693 0.0117274539697432 0.0157984122595679 0.0195259108837427 0.00391634683167541 0.00390396252195979 0.0039106800672637 0.0197215319686033 0.0191754554170662 0.0192789666473877 0.0155714730613516 0.0269676773124783 0.0117279124315872 0.0190070706302745 0.0153857989076083 0.0230105465004794
"часа" 0.00394477317554241 0.0116609009989505 0.0439121756487026 0.00780609656141446 0.015894460780418 0.0159680638722555 0.0156182890164382 0.00780731545458094 0.00395788807092535 0.0156586416128401 0.0202052857027398 0.0156739811912226 0.0197714421289889 0.00786039930828486 0.0158177791838026 0.0236714404071488 0.0235414132695099 0.0158831003811944 0.0199816169124406 0.0198475706573515 0.0152526215443279 0.0226946062485816 0.0115318085719777 0.0038038723420442 0.0190229797595495 0.0234549079394863 0.0157984122595679 0.00781036435349709 0.00391634683167541 0.0312317001756783 0.0039106800672637 0.00788861278744133 0.00383509108341323 0.00385579332947754 0.0116786047960137 0.0231151519821243 0.00390930414386239 0.00760282825210979 0.0115393491807062 0.0191754554170662
"миша" 0 0.023321801997901 0.00399201596806387 0 0.0437097671461496 0 0 0 0.0197894403546268 0.0469759248385203 0.0767800856704114 0 0.00395428842579778 0.00393019965414243 0 0 0.00392356887825166 0 0 0.0158780565258812 0 0.075648687495272 0.0960984047664809 0.0038038723420442 0 0 0 0 0 0 0.113409721950647 0 0 0 0 0 0.0117279124315872 0 0 0.0268456375838926
"пить" 0.019723865877712 0.0155478679986007 0.00399201596806387 0 0.00397361519510451 0.0119760479041916 0.0117137167623287 0.0351329195456142 0.0277052164964775 0.0117439812096301 0.0121231714216439 0.0156739811912226 0.0197714421289889 0.0117905989624273 0.0316355583676052 0.0236714404071488 0.0235414132695099 0.019853875476493 0.0119889701474643 0.0158780565258812 0.0114394661582459 0.0151297374990544 0.00768787238131847 0.0076077446840884 0 0.00390915132324772 0.0118488091946759 0.0156207287069942 0 0.00390396252195979 0.00782136013452739 0.00394430639372066 0.0230105465004794 0.0424137266242529 0.0194643413266895 0.00385252533035405 0.019546520719312 0.0152056565042196 0.0230786983614124 0.00767018216682646
"пояснила" 0.0473372781065089 0.0116609009989505 0.0359281437125748 0.0117091448421217 0.0198680759755225 0.0119760479041916 0.0312365780328765 0.0468438927274857 0.0197894403546268 0.0156586416128401 0.0121231714216439 0.0391849529780564 0.0395428842579778 0.00786039930828486 0.0079088895919013 0.0197262003392906 0.0156942755130066 0.0476493011435832 0.0479558805898573 0.0436646554461734 0.0114394661582459 0.0037824343747636 0 0.0038038723420442 0.00380459595190991 0.00390915132324772 0 0.00390518217674855 0 0 0 0 0 0 0 0 0 0 0.00769289945380414 0.00383509108341323
"ушел" 0.019723865877712 0.0116609009989505 0.00399201596806387 0 0.00794723039020901 0.0159680638722555 0.0117137167623287 0.00780731545458094 0.0118736642127761 0.0117439812096301 0.0121231714216439 0.0156739811912226 0.0197714421289889 0.0196509982707122 0.0158177791838026 0.00394524006785813 0.0156942755130066 0.0039707750952986 0.0199816169124406 0.0436646554461734 0.0190657769304099 0.0075648687495272 0 0.0038038723420442 0.0152183838076396 0.0234549079394863 0.0118488091946759 0.0234310930604913 0.0117490404950262 0.00390396252195979 0.0195534003363185 0.00788861278744133 0.0191754554170662 0.0192789666473877 0.0350358143880411 0.00770505066070809 0 0.0570212118908234 0.00384644972690207 0.00767018216682646
"глеб" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495710200190658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.501786664639246 0 0
"думал" 0.00788954635108481 0.00777393399930035 0.00399201596806387 0.00780609656141446 0 0.00798403193612774 0.00390457225410956 0.00390365772729047 0.00791577614185071 0.00391466040321002 0.00404105714054797 0.00783699059561128 0.00790857685159555 0.00393019965414243 0.0118633343878519 0.0276166804750069 0.0196178443912583 0.0039707750952986 0 0.00396951413147031 0.0266920877025739 0.0529540812466904 0.00768787238131847 0.0076077446840884 0.0114137878557297 0.0117274539697432 0 0.00781036435349709 0.0274144278217279 0 0.0156427202690548 0.023665838362324 0.0153403643336529 0.0963948332369385 0.0038928682653379 0.0462303039642486 0.0156372165754496 0.0190070706302745 0.00384644972690207 0.0230105465004794
"женой" 0 0.023321801997901 0.0119760479041916 0 0.00794723039020901 0.00798403193612774 0.0195228612705478 0.00390365772729047 0.00791577614185071 0.0117439812096301 0.00404105714054797 0.0195924764890282 0.00395428842579778 0.0314415972331394 0.0474533375514078 0.0118357202035744 0.0353121199042649 0.0158831003811944 0.0199816169124406 0.0158780565258812 0.0114394661582459 0.0075648687495272 0.00768787238131847 0.0076077446840884 0.0152183838076396 0 0 0.0195259108837427 0.046996161980105 0.00390396252195979 0.0195534003363185 0.0197215319686033 0 0.0462695199537305 0.0077857365306758 0.00770505066070809 0.0156372165754496 0.0152056565042196 0 0.0153403643336529
"искать" 0.0157790927021696 0.023321801997901 0.0119760479041916 0.00780609656141446 0.023841691170627 0.0159680638722555 0.0156182890164382 0.0273256040910333 0.0277052164964775 0.0117439812096301 0.00404105714054797 0.0313479623824451 0.0158171537031911 0.00393019965414243 0.00395444479595065 0.0157809602714325 0 0.00794155019059721 0.0199816169124406 0.0119085423944109 0.00762631077216397 0.0113473031242908 0.0153757447626369 0.0304309787363536 0.0114137878557297 0.0273640592627341 0.0197480153244599 0.0117155465302456 0.0195817341583771 0.0195198126097989 0.0039106800672637 0.011832919181162 0.00767018216682646 0.00771158665895508 0.0116786047960137 0.00770505066070809 0.00390930414386239 0.0114042423781647 0.0192322486345103 0.0115052732502397
"машины" 0.0276134122287968 0 0.00399201596806387 0.0117091448421217 0.0278153063657315 0.0119760479041916 0.00780914450821912 0 0.0237473284255521 0.0156586416128401 0.0242463428432878 0.00391849529780564 0.0158171537031911 0.00786039930828486 0.00395444479595065 0.0157809602714325 0.0196178443912583 0.0119123252858958 0 0.00396951413147031 0.00762631077216397 0.0075648687495272 0.00768787238131847 0 0.00760919190381981 0.0273640592627341 0.0118488091946759 0.0273362752372398 0.0195817341583771 0.0390396252195979 0 0.011832919181162 0 0 0.038928682653379 0.0462303039642486 0.00781860828772478 0.0380141412605489 0.00769289945380414 0.0230105465004794
"наша" 0 0.0116609009989505 0 0.0273213379649506 0.0357625367559406 0.0159680638722555 0.00390457225410956 0.0117109731818714 0 0.0195733020160501 0.0242463428432878 0.00783699059561128 0.0118628652773933 0.00786039930828486 0.0158177791838026 0.0394524006785813 0.0235414132695099 0.0238246505717916 0.0159852935299524 0.0357256271832328 0 0.018912171873818 0.0115318085719777 0.0266271063943094 0.0152183838076396 0.00781830264649545 0.00789920612978396 0.0156207287069942 0.0274144278217279 0.0273277376537185 0.0039106800672637 0.011832919181162 0.00767018216682646 0 0.0038928682653379 0.00770505066070809 0.0273651290070367 0 0.00384644972690207 0.0115052732502397
"сидел" 0.019723865877712 0.00388696699965017 0.00399201596806387 0 0.00794723039020901 0.0119760479041916 0.0117137167623287 0.00780731545458094 0.0197894403546268 0.00782932080642004 0 0.0235109717868339 0.0118628652773933 0.00786039930828486 0.0079088895919013 0.00789048013571626 0.00784713775650332 0.0158831003811944 0.0239779402949287 0.0119085423944109 0.0228789323164919 0.0075648687495272 0.0269075533346146 0.0076077446840884 0.00380459595190991 0.00781830264649545 0.00394960306489198 0.0156207287069942 0.0234980809900525 0.0273277376537185 0.0273747604708459 0.0315544511497653 0.0191754554170662 0.0462695199537305 0.0194643413266895 0.0231151519821243 0.00781860828772478 0.00380141412605489 0.0115393491807062 0.0153403643336529
"такую" 0.0118343195266272 0.0116609009989505 0.0239520958083832 0.0156121931228289 0.00794723039020901 0.0199600798403194 0.0429502947952052 0.00780731545458094 0.0197894403546268 0.00782932080642004 0.00808211428109593 0.0117554858934169 0.0237257305547867 0.00393019965414243 0.0474533375514078 0.0157809602714325 0.011770706634755 0.0119123252858958 0.00799264676497622 0.0158780565258812 0.00381315538608198 0.0226946062485816 0.0115318085719777 0.0152154893681768 0.0152183838076396 0.00390915132324772 0.0118488091946759 0.00390518217674855 0.0117490404950262 0 0.0234640804035822 0.011832919181162 0.0153403643336529 0.0269905533063428 0 0.00385252533035405 0.0273651290070367 0.00760282825210979 0.0153857989076083 0.00767018216682646
"доктор" 0.00788954635108481 0.0544175379951024 0 0 0.0198680759755225 0.0279441117764471 0.0351411502869861 0.0195182886364524 0 0.0117439812096301 0 0.0117554858934169 0.0276800189805844 0.00393019965414243 0.067225561531161 0.0394524006785813 0.011770706634755 0.0039707750952986 0.0239779402949287 0.00396951413147031 0 0 0 0 0.00380459595190991 0 0 0 0 0 0 0.0512759831183686 0 0.0347021399652979 0 0 0.105551211884285 0 0 0
"зря" 0.0157790927021696 0.00388696699965017 0.0159680638722555 0.00780609656141446 0 0.031936127744511 0.0117137167623287 0.0156146309091619 0.0197894403546268 0.0156586416128401 0.0202052857027398 0.0117554858934169 0.0197714421289889 0.00786039930828486 0.0079088895919013 0.0118357202035744 0.0274649821477616 0.0119123252858958 0 0.0158780565258812 0.0114394661582459 0.0302594749981088 0.0115318085719777 0.0076077446840884 0.0152183838076396 0.0117274539697432 0.0355464275840278 0.0117155465302456 0.0391634683167541 0.0273277376537185 0.0117320402017911 0.00394430639372066 0 0.00385579332947754 0.0038928682653379 0.0308202026428324 0.00781860828772478 0.0114042423781647 0.00384644972690207 0.0115052732502397
"нужна" 0.00394477317554241 0.0194348349982509 0.0199600798403194 0 0.015894460780418 0.0159680638722555 0.0117137167623287 0.0156146309091619 0.0237473284255521 0.00391466040321002 0.0282873999838358 0.00783699059561128 0.0118628652773933 0.0117905989624273 0.00395444479595065 0.0236714404071488 0.0156942755130066 0.00794155019059721 0.0119889701474643 0.0198475706573515 0.0152526215443279 0.0113473031242908 0.0115318085719777 0.0076077446840884 0.00380459595190991 0.00781830264649545 0 0 0.0117490404950262 0.0156158500878392 0.0351961206053733 0.035498757543486 0.0268456375838926 0.0231347599768652 0.0311429461227032 0.00770505066070809 0.0117279124315872 0.00760282825210979 0 0.0268456375838926
"подруга" 0.0118343195266272 0.0388696699965017 0.0119760479041916 0.00780609656141446 0.0198680759755225 0.0199600798403194 0.0234274335246574 0.0624585236366475 0.0118736642127761 0.00782932080642004 0.0161642285621919 0.00391849529780564 0 0.0117905989624273 0.0079088895919013 0.0473428808142975 0.00392356887825166 0.00794155019059721 0.00799264676497622 0 0 0.0113473031242908 0.0115318085719777 0.0152154893681768 0.00760919190381981 0.043000664555725 0.0236976183893519 0.0351466395907369 0.0195817341583771 0.00780792504391958 0 0.0315544511497653 0 0 0 0.00770505066070809 0.00781860828772478 0.00380141412605489 0.00769289945380414 0.00767018216682646
"схватила" 0.0157790927021696 0.00777393399930035 0.0239520958083832 0.0195152414035362 0.0198680759755225 0.0359281437125748 0.00780914450821912 0.0117109731818714 0.0356209926383282 0.0234879624192601 0.0646569142487675 0.00391849529780564 0.0197714421289889 0.0353717968872819 0.0276811135716545 0.0197262003392906 0.00784713775650332 0.0238246505717916 0.0239779402949287 0.0198475706573515 0 0 0 0.0038038723420442 0.00380459595190991 0.0117274539697432 0.0118488091946759 0.00390518217674855 0 0.0156158500878392 0.0117320402017911 0.0197215319686033 0 0 0.0233572095920274 0 0.0117279124315872 0.00380141412605489 0 0
"этих" 0.00394477317554241 0.00388696699965017 0 0.00780609656141446 0.00794723039020901 0.00399201596806387 0.0234274335246574 0.00780731545458094 0 0.0117439812096301 0 0.00783699059561128 0 0 0.0079088895919013 0.00789048013571626 0 0 0.00399632338248811 0.00396951413147031 0.0305052430886559 0.0340419093728724 0.0269075533346146 0.0418425957624862 0.0532643433267387 0.0195457566162386 0.0197480153244599 0.0156207287069942 0.0234980809900525 0.00780792504391958 0.0312854405381096 0.00394430639372066 0.0306807286673058 0.0347021399652979 0.0038928682653379 0.0154101013214162 0.00781860828772478 0.0190070706302745 0.0192322486345103 0.0153403643336529
"люся" 0 0 0 0 0 0.0558882235528942 0.0273320057787669 0.0351329195456142 0 0.0156586416128401 0 0 0.0276800189805844 0 0 0 0 0 0 0 0 0 0.0153757447626369 0 0 0 0 0 0 0 0 0 0 0.370156159629844 0.0077857365306758 0 0 0 0 0
"показалось" 0.0157790927021696 0.0272087689975512 0.0159680638722555 0.0156121931228289 0.00794723039020901 0.00798403193612774 0.00780914450821912 0.0156146309091619 0.0118736642127761 0.0117439812096301 0.0161642285621919 0.00391849529780564 0.0158171537031911 0.0117905989624273 0.00395444479595065 0.00394524006785813 0.0274649821477616 0.00794155019059721 0.00399632338248811 0.00793902826294062 0.0190657769304099 0.0264770406233452 0.00768787238131847 0.0076077446840884 0.0190229797595495 0.0117274539697432 0.0118488091946759 0.0117155465302456 0.0195817341583771 0.0234237751317587 0.0039106800672637 0.00788861278744133 0.00383509108341323 0.0347021399652979 0.0116786047960137 0.0269676773124783 0.019546520719312 0.0190070706302745 0.0230786983614124 0.00767018216682646
"пришел" 0.0157790927021696 0.0116609009989505 0.0119760479041916 0.0117091448421217 0.00794723039020901 0.0119760479041916 0.0156182890164382 0.00780731545458094 0.0237473284255521 0.0117439812096301 0.00808211428109593 0.0274294670846395 0.00395428842579778 0.0157207986165697 0.0158177791838026 0.0276166804750069 0.00392356887825166 0.0158831003811944 0.0119889701474643 0.0357256271832328 0.0114394661582459 0.018912171873818 0.0307514895252739 0.0038038723420442 0.041850555471009 0.0117274539697432 0.00789920612978396 0 0.00783269366335083 0.0117118875658794 0 0.0157772255748827 0.0115052732502397 0.00771158665895508 0.0311429461227032 0.0115575759910621 0 0.0114042423781647 0.0192322486345103 0.00767018216682646
"семьи" 0.00394477317554241 0.0116609009989505 0 0.00780609656141446 0.0119208455853135 0.0159680638722555 0.0156182890164382 0.00780731545458094 0.0197894403546268 0.0313172832256802 0 0.0117554858934169 0.00790857685159555 0.0117905989624273 0.0751344511230623 0.00394524006785813 0.0156942755130066 0.0238246505717916 0.0239779402949287 0.0277865989202922 0.00381315538608198 0.0529540812466904 0.00768787238131847 0.0228232340522652 0.0114137878557297 0.0312732105859818 0.00394960306489198 0 0.00391634683167541 0.00390396252195979 0.0039106800672637 0.0157772255748827 0.0115052732502397 0.00771158665895508 0.0155714730613516 0.0115575759910621 0.00781860828772478 0.00380141412605489 0.00769289945380414 0.00383509108341323
"следующий" 0 0.0116609009989505 0.0119760479041916 0 0.023841691170627 0.0279441117764471 0.0234274335246574 0.0156146309091619 0.0356209926383282 0.00782932080642004 0.0161642285621919 0.0117554858934169 0.00395428842579778 0 0.0158177791838026 0.00789048013571626 0.011770706634755 0.0119123252858958 0.00799264676497622 0.0119085423944109 0.0114394661582459 0.0113473031242908 0.0153757447626369 0 0.0190229797595495 0.0312732105859818 0.0118488091946759 0 0.00391634683167541 0.00390396252195979 0.0351961206053733 0.035498757543486 0.0306807286673058 0.0269905533063428 0.0272500778573653 0.00770505066070809 0 0.00380141412605489 0 0.0268456375838926
"здорово" 0.0118343195266272 0.0155478679986007 0.0119760479041916 0.0390304828070723 0.023841691170627 0.00399201596806387 0.0117137167623287 0.0117109731818714 0.0237473284255521 0.00391466040321002 0.00404105714054797 0 0.00790857685159555 0.0235811979248546 0.0158177791838026 0.0236714404071488 0.0235414132695099 0.00794155019059721 0.0239779402949287 0.0317561130517625 0.00762631077216397 0.0264770406233452 0.0153757447626369 0.0038038723420442 0 0.0117274539697432 0.0473952367787037 0.0546725504744796 0 0.0273277376537185 0 0.00394430639372066 0 0.00385579332947754 0.0077857365306758 0.0115575759910621 0.00390930414386239 0 0.00384644972690207 0.00767018216682646
"мимо" 0.0157790927021696 0.0116609009989505 0.0119760479041916 0.0117091448421217 0.015894460780418 0.00399201596806387 0.00780914450821912 0.0117109731818714 0.00395788807092535 0.0117439812096301 0.0121231714216439 0.0117554858934169 0.0276800189805844 0.00393019965414243 0.0197722239797532 0.00789048013571626 0.00784713775650332 0.019853875476493 0.00399632338248811 0 0.0343183984747378 0.0226946062485816 0.0115318085719777 0.0038038723420442 0.00760919190381981 0.00390915132324772 0.0315968245191358 0.0156207287069942 0.0117490404950262 0.0156158500878392 0.0156427202690548 0.0157772255748827 0.00767018216682646 0.0115673799884326 0.0272500778573653 0.0192626266517702 0.019546520719312 0.0152056565042196 0.0269251480883145 0.0153403643336529
"например" 0.0394477317554241 0.00388696699965017 0.0159680638722555 0.00780609656141446 0.0119208455853135 0.00798403193612774 0.00780914450821912 0 0 0.00391466040321002 0.00404105714054797 0.0195924764890282 0.0197714421289889 0.0235811979248546 0.00395444479595065 0.031561920542865 0.0156942755130066 0.0357369758576874 0.0199816169124406 0.0158780565258812 0.0152526215443279 0.0340419093728724 0.0115318085719777 0.0342348510783978 0.0190229797595495 0 0.0276472214542438 0.0117155465302456 0.00783269366335083 0.00390396252195979 0.0117320402017911 0.00394430639372066 0.0115052732502397 0.0115673799884326 0.0038928682653379 0.0115575759910621 0.00390930414386239 0.0152056565042196 0 0.0268456375838926
