Source,Target,Weight,Type
ДВ_Годовой абонемент на тот свет,ДВ_Пиявка голубых кровей,19,undirected
ДВ_Годовой абонемент на тот свет,ДВ_Плохая репутация Курочки Рябы,16,undirected
ДВ_Годовой абонемент на тот свет,ДВ_Последняя гастроль госпожи Удачи,29,undirected
ДВ_Годовой абонемент на тот свет,ДВ_Темные предки светлой детки,1,undirected
ДВ_Годовой абонемент на тот свет,ДВ_Царевич с плохим резюме,2,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Большой куш нищей герцогини,7,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Гиблое место в ипотеку,36,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Коррида на раздевание,10,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Леди Несовершенство,38,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Пряник с черной икрой,1,undirected
ДВ_Годовой абонемент на тот свет,ЕР_Пятизвездочный теремок,2,undirected
ДВ_Дама с коготками,ДВ_Бассейн с крокодилами,2,undirected
ДВ_Дама с коготками,ДВ_Дантисты тоже плачут,28,undirected
ДВ_Дама с коготками,ДВ_Жена моего мужа,24,undirected
ДВ_Дама с коготками,ДВ_За всеми зайцами,27,undirected
ДВ_Дама с коготками,ДВ_Игра в жмурики,1,undirected
ДВ_Дама с коготками,ДВ_Крутые наследнички,1,undirected
ДВ_Дама с коготками,ДВ_Несекретные материалы,53,undirected
ДВ_Дама с коготками,ДВ_Спят усталые игрушки,1,undirected
ДВ_Дама с коготками,ДВ_Эта горькая сладкая месть,25,undirected
ДВ_Дантисты тоже плачут,ДВ_Дама с коготками,28,undirected
ДВ_Дантисты тоже плачут,ДВ_Жена моего мужа,2,undirected
ДВ_Дантисты тоже плачут,ДВ_За всеми зайцами,5,undirected
ДВ_Дантисты тоже плачут,ДВ_Игра в жмурики,5,undirected
ДВ_Дантисты тоже плачут,ДВ_Контрольный поцелуй,7,undirected
ДВ_Дантисты тоже плачут,ДВ_Крутые наследнички,5,undirected
ДВ_Дантисты тоже плачут,ДВ_Несекретные материалы,3,undirected
ДВ_Дантисты тоже плачут,ДВ_Спят усталые игрушки,7,undirected
ДВ_Дантисты тоже плачут,ДВ_Эта горькая сладкая месть,14,undirected
ДВ_Дневник пакостей Снежинки,ВТ_Блеск и нищета инстаграма,2,undirected
ДВ_Дневник пакостей Снежинки,ВТ_Гимназия неблагородных девиц,1,undirected
ДВ_Дневник пакостей Снежинки,ДВ_Аполлон на миллион,1,undirected
ДВ_Дневник пакостей Снежинки,ДВ_Годовой абонемент на тот свет,2,undirected
ДВ_Дневник пакостей Снежинки,ДВ_Пиявка голубых кровей,3,undirected
ДВ_Дневник пакостей Снежинки,ДВ_Последняя гастроль госпожи Удачи,35,undirected
ДВ_Дневник пакостей Снежинки,ДВ_Штамп на сердце женщины-вамп,1,undirected
ДВ_Дневник пакостей Снежинки,ЕР_Пятизвездочный теремок,10,undirected
ДВ_Дневник пакостей Снежинки,СК_Бизнес-план трех богатырей,1,undirected
ДВ_Дневник пакостей Снежинки,СК_Хип-хоп маленьких лебедей,24,undirected
ДВ_Дневник пакостей Снежинки,ТС_Шоколадное пугало,10,undirected
ДВ_Доллары царя Гороха,ВТ_Главбух и полцарства в придачу,2,undirected
ДВ_Доллары царя Гороха,ВТ_Концерт для колобка с оркестром,16,undirected
ДВ_Доллары царя Гороха,ДВ_Гарпия с пропеллером,6,undirected
ДВ_Доллары царя Гороха,ДВ_Жаба с кошельком,6,undirected
ДВ_Доллары царя Гороха,ДВ_Уха из золотой рыбки,30,undirected
ДВ_Доллары царя Гороха,ЕР_Но-шпа на троих,41,undirected
ДВ_Доллары царя Гороха,ЕР_Синий мопс счастья,9,undirected
ДВ_Доллары царя Гороха,ИП_Надувная женщина для Казановы,4,undirected
ДВ_Домик тетушки лжи,ВТ_Чудовище без красавицы,2,undirected
ДВ_Домик тетушки лжи,ДВ_Бенефис мартовской кошки,4,undirected
ДВ_Домик тетушки лжи,ДВ_Полет над гнездом индюшки,2,undirected
ДВ_Домик тетушки лжи,ДВ_Улыбка 45-го калибра,9,undirected
ДВ_Домик тетушки лжи,ДВ_Хобби гадкого утенка,11,undirected
ДВ_Домик тетушки лжи,ЕР_Гадюка в сиропе,3,undirected
ДВ_Домик тетушки лжи,ЕР_Камасутра для Микки-Мауса,1,undirected
ДВ_Домик тетушки лжи,ЕР_Канкан на поминках,40,undirected
ДВ_Домик тетушки лжи,ЕР_Фиговый листочек от кутюр,22,undirected
ДВ_Домик тетушки лжи,ЕР_Хождение под мухой,14,undirected
ДВ_Домик тетушки лжи,ИП_Букет прекрасных дам,12,undirected
ДВ_Досье на Крошку Че,ВТ_Билет на ковер-вертолет,44,undirected
ДВ_Досье на Крошку Че,ВТ_Каникулы в Простофилино,10,undirected
ДВ_Досье на Крошку Че,ВТ_Монстры из хорошей семьи,11,undirected
ДВ_Досье на Крошку Че,ДВ_Компот из запретного плода,20,undirected
ДВ_Досье на Крошку Че,ДВ_Лягушка Баскервилей,1,undirected
